location,1564139804,(38.708225637, -9.137025033),72.07940247417794,64.0
device,1564139814,54:4A:18:21:44:5B,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564139814,5D:36:39:22:22:63,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564139814,63:62:34:AF:8F:C7,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564139814,67:AA:68:BC:20:0A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564139814,C0:28:8D:DA:F3:93,"null",DEVICE_TYPE_DUAL,UNCATEGORIZED,
device,1564139814,60:24:A6:E9:57:B5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564139815,24:2E:02:53:53:CF,"TRANSPORT57167",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564139815,40:35:75:03:44:7A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564139815,65:97:13:24:F4:E4,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564139815,6F:CC:8F:A2:0B:60,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564139815,49:B6:2D:C5:44:A9,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564139815,68:47:49:1A:FA:56,"lime-C2D4B962",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564139815,62:41:62:CE:AA:E7,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564139815,45:45:8A:27:FD:CA,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564139816,30:5A:3A:16:9B:E0,"ASUS_Z00AD",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564139816,88:C6:26:65:6A:F5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564139816,5B:70:AD:16:4E:60,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564139816,4F:ED:CF:14:9F:A8,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
