location,1566210988,(38.709740433, -9.133598374),49.84569229930639,4.9
device,1566210978,A8:9C:ED:87:79:21,"MI9 MARCELLO",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1566210982,A4:50:46:1D:53:E4,"null",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1566210985,7B:66:FC:D7:A8:D7,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566210985,46:70:73:D8:D1:DB,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566210985,6D:C3:99:40:B3:B0,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566210985,5D:18:97:F9:52:6A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566210985,6B:3B:1F:0E:B3:D4,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566210986,42:9D:74:41:70:AE,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566210986,53:C4:8D:A8:69:F5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566210986,4F:76:05:97:7D:8A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566210986,5B:FB:52:77:1A:05,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566210987,75:FB:4D:88:20:75,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566210995,7B:4A:51:25:21:77,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566210995,5F:FE:B5:CC:21:98,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566210995,41:E8:1D:FC:6D:61,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566210995,4B:30:4B:7E:86:E2,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566210995,76:5B:F9:86:9A:ED,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566210995,74:FF:58:45:79:46,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566210996,88:C6:26:59:B9:4E,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566210996,70:27:93:18:D9:15,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566210996,50:A3:1C:9A:4C:CD,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566210997,4E:7A:C5:A1:56:DC,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566210997,6E:9F:D8:6B:5B:E7,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566211008,A8:9C:ED:87:79:21,"MI9 MARCELLO",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1566211008,20:47:DA:62:BC:C2,"Redmi",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1566211012,A4:50:46:1D:53:E4,"POCOPHONE",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1566211016,68:5F:B3:DB:14:4B,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566211016,6D:C3:99:40:B3:B0,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566211016,70:27:93:18:D9:15,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566211016,42:9D:74:41:70:AE,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566211016,76:0D:F5:EC:99:0D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566211017,5F:FE:B5:CC:21:98,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566211017,4B:1B:01:3A:2B:AE,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566211017,4E:7A:C5:A1:56:DC,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566211017,46:70:73:D8:D1:DB,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566211017,C5:5D:22:6E:3A:44,"Versa",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566211027,76:5B:F9:86:9A:ED,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566211027,6E:9F:D8:6B:5B:E7,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566211027,75:FB:4D:88:20:75,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566211027,57:83:49:91:BA:DC,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
