location,1564653821,(38.709697114, -9.132997351),83.80289929369167,64.0
location,1564653855,(38.709782049, -9.133495632),96.75782508584841,48.0
device,1564653854,67:C3:D1:88:A9:FF,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653854,69:D2:5B:26:97:DB,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653854,71:97:A8:70:A1:0E,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653854,70:D7:9A:B1:22:0D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653854,71:B4:F9:EF:07:F5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653854,6F:7F:62:C7:8C:09,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653855,48:72:CD:54:44:09,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653856,24:2E:02:53:53:CF,"TRANSPORT57167",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564653856,E4:04:39:51:A0:6D,"TomTom GPS Watch",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653856,69:C6:5A:E6:E1:E9,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653856,59:EF:BA:CB:6D:0C,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653857,56:DF:35:EC:CE:3A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653857,65:67:96:1B:87:F9,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653857,5C:D2:82:0C:B9:62,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653858,55:33:AD:1D:3E:47,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653858,47:7B:E5:4A:F7:32,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653860,7F:75:33:6E:C9:0F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653863,7E:AE:35:49:0B:8A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
location,1564653905,(38.709908319, -9.133716430),69.55999193071955,24.0
device,1564653911,59:EF:BA:CB:6D:0C,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653911,53:43:29:0A:49:E9,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653911,56:49:99:B9:A0:A8,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653912,55:33:AD:1D:3E:47,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653912,63:2B:A5:2C:B2:29,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653912,7C:4B:C8:84:03:0C,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653912,67:CD:23:DB:22:EE,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653912,40:90:EF:70:42:07,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653912,70:D7:9A:B1:22:0D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653912,6E:00:FA:CA:8A:DD,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653912,7C:8B:50:D0:29:4D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653912,69:C6:5A:E6:E1:E9,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653912,48:7D:F5:11:F2:FB,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653912,65:67:96:1B:87:F9,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653912,24:2E:02:53:53:CF,"TRANSPORT57167",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564653913,47:ED:0A:2F:26:F3,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653913,69:D2:5B:26:97:DB,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653914,57:32:BC:AD:33:DE,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653914,71:B4:F9:EF:07:F5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653914,E4:04:39:51:A0:6D,"TomTom GPS Watch",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653915,72:6D:2E:F4:FE:E1,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653916,51:73:7C:3A:5A:1C,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653917,62:C8:24:56:60:FF,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653917,78:4E:4C:7A:9F:16,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
location,1564653940,(38.709772158, -9.133810027),29.460488520598382,32.0
device,1564653952,71:B4:F9:EF:07:F5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653952,51:73:7C:3A:5A:1C,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653952,65:67:96:1B:87:F9,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653952,45:2C:A1:F7:79:7E,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653953,57:BD:3B:EF:49:D9,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653953,78:42:94:46:7E:02,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653953,55:33:AD:1D:3E:47,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653955,70:D7:9A:B1:22:0D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653955,51:C3:25:26:99:E1,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653955,40:90:EF:70:42:07,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653957,72:6D:2E:F4:FE:E1,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653959,6E:00:FA:CA:8A:DD,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653961,7C:8B:50:D0:29:4D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564653961,7D:F8:F5:CA:C1:62,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
location,1564653973,(38.709605514, -9.133731188),95.7004710132456,24.0
