location,1564397685,(38.708400524, -9.136897652),66.75054185410511,96.0
device,1564397708,DA:43:37:81:5E:30,"Forerunner 935",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397708,6A:57:13:BF:70:2F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397708,50:95:E1:7D:05:36,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397708,54:16:10:3E:7D:32,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397708,67:0D:18:1B:C0:78,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397708,7A:69:6E:27:2C:E3,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397708,77:C7:04:0F:73:E0,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397708,77:00:FB:CC:2F:A0,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397709,52:18:1D:36:B5:27,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397709,24:2E:02:53:53:CF,"TRANSPORT57167",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564397710,44:DB:54:83:C8:47,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397710,48:27:6E:D7:DB:80,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397711,49:56:ED:22:AB:B5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397711,5D:CB:FB:F6:57:39,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397712,68:47:49:27:8A:AA,"lime-8976E8AF",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397718,71:8F:9A:17:E4:99,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
location,1564397735,(38.708727435, -9.136431915),214.84537695639375,96.0
device,1564397739,77:00:FB:CC:2F:A0,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397739,6A:57:13:BF:70:2F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397739,49:56:ED:22:AB:B5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397739,50:E8:77:63:24:81,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397739,77:C7:04:0F:73:E0,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397739,67:0D:18:1B:C0:78,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397739,7A:69:6E:27:2C:E3,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397739,51:88:35:36:C8:D4,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397739,DA:43:37:81:5E:30,"Forerunner 935",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397739,77:19:4C:91:8D:85,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397739,50:95:E1:7D:05:36,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397739,7A:3D:AA:1C:A9:55,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397739,54:16:10:3E:7D:32,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397739,6D:2B:B2:1A:EF:13,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397739,76:77:2F:32:9E:CF,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397739,24:2E:02:53:53:CF,"TRANSPORT57167",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564397740,70:3A:51:32:56:BD,"Redmi",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564397740,C0:28:8D:F3:37:EF,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397740,61:1E:07:D2:C9:28,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
