location,1564397686,(38.708752025, -9.136854615),118.69252615235746,4.9
device,1564397679,EC:8C:9A:8B:E9:00,"HUAWEI Y5 2018",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564397682,88:BF:E4:2B:CF:A6,"HUAWEI Y5 2018",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564397684,94:87:E0:87:6E:23,"null",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564397686,DA:43:37:81:5E:30,"Forerunner 935",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397686,4D:13:99:00:C9:6E,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397687,52:18:1D:36:B5:27,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397687,77:C7:04:0F:73:E0,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397687,77:00:FB:CC:2F:A0,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397687,5D:CB:FB:F6:57:39,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397687,44:DB:54:83:C8:47,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397687,C0:28:8D:F3:37:EF,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397687,68:47:49:27:8A:AA,"lime-8976E8AF",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397687,54:16:10:3E:7D:32,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397687,67:0D:18:1B:C0:78,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397688,77:19:4C:91:8D:85,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397688,4E:13:4F:A9:5E:32,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397688,76:77:2F:32:9E:CF,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397688,47:EF:BE:B6:C2:43,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397696,5B:C5:97:31:C4:BD,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397697,4B:A2:12:99:C1:12,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397697,6A:57:13:BF:70:2F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397698,49:56:ED:22:AB:B5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397698,50:95:E1:7D:05:36,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
location,1564397716,(38.708741674, -9.136831539),120.34355484228581,4.9
device,1564397709,88:BF:E4:2B:CF:A6,"HUAWEI Y5 2018",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564397710,94:87:E0:87:6E:23,"Mi Phone",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564397716,70:3A:51:32:56:BD,"Redmi",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564397717,77:C7:04:0F:73:E0,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564397717,54:16:10:3E:7D:32,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
