location,1564740111,(38.697645589, -9.205786428),68.80217467993498,36.67733
device,1564740109,4C:4E:03:4C:E4:CA,"null",DEVICE_TYPE_CLASSIC,PHONE,PHONE_CELLULAR
device,1564740109,AE:21:05:38:09:01,"null",DEVICE_TYPE_CLASSIC,PHONE,PHONE_CELLULAR
device,1564740116,9C:B2:B2:D3:98:5A,"null",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564740117,49:47:C2:36:FE:C5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564740117,55:AB:8C:B4:47:18,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564740117,44:75:6C:22:12:79,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564740117,4D:93:DC:F3:13:2F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564740117,64:C3:E5:DF:F5:B0,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564740117,5D:20:4C:A9:0D:29,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564740117,67:BA:78:B4:02:62,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564740117,72:AF:FD:7F:B7:BC,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564740117,6C:C3:74:FA:82:61,"lime-2E0F6BF4",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564740117,61:8D:4A:5A:46:92,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564740117,4F:77:8E:CE:C5:F1,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564740117,68:47:49:1B:7C:A2,"lime-D69F0E15",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564740117,5D:9D:8E:54:46:D7,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564740117,40:E3:4C:CE:E8:46,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564740117,7A:B7:73:0F:FE:81,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564740117,65:13:61:1D:48:E2,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564740117,43:74:78:A0:16:06,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564740117,4E:F0:6A:36:22:E4,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
