location,1564568049,(38.709544953, -9.133467634),126.04479540217932,16.0
device,1564568075,7A:AB:E9:40:EF:84,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568075,52:7D:66:BF:0D:90,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568076,24:2E:02:53:53:CF,"TRANSPORT57167",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564568076,44:1A:E5:3D:AD:7B,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568076,5D:5C:48:E1:C2:95,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568076,68:F8:ED:B1:23:78,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568076,51:47:46:0C:D3:FD,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
location,1564568104,(38.709459071, -9.133701605),134.1049405131965,24.0
device,1564568116,5B:B2:6F:63:A9:8B,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568116,68:F8:ED:B1:23:78,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568116,54:D6:8A:88:7F:A1,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568116,7A:AB:E9:40:EF:84,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568116,44:1A:E5:3D:AD:7B,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568116,49:81:4F:C9:FC:97,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568117,57:45:BF:AA:F1:C2,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568118,24:2E:02:53:53:CF,"TRANSPORT57167",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564568118,41:36:FF:78:50:1A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568122,FF:65:ED:B4:2C:14,"D5600_8247352",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568124,48:34:CF:3A:5C:61,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568124,51:CF:8D:1D:2C:06,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
location,1564568138,(38.709403494, -9.133768168),144.8880119108733,16.0
device,1564568149,78:07:A1:B9:5F:BC,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568149,68:F8:ED:B1:23:78,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568149,FF:65:ED:B4:2C:14,"D5600_8247352",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568149,50:78:2B:C8:39:B2,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568149,4E:5C:DE:68:4C:1A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568149,7A:AB:E9:40:EF:84,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568149,44:1A:E5:3D:AD:7B,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568149,41:36:FF:78:50:1A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568150,43:36:E2:60:5D:19,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568150,49:81:4F:C9:FC:97,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568150,50:09:C8:21:46:08,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568150,40:73:DA:C0:71:64,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568151,46:57:B8:0C:49:95,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568151,51:CF:8D:1D:2C:06,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568153,72:44:E3:46:8C:E8,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568155,FB:7D:1B:F5:6E:2F,"Charge 3",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568157,57:45:BF:AA:F1:C2,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568158,E1:64:F3:8E:75:CD,"Versa",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568159,C6:6A:E9:26:B8:14,"D5600_8247352",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568159,4C:5D:55:C2:16:5A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
location,1564568181,(38.709654943, -9.133491308),121.8453762134657,12.0
device,1564568192,68:F8:ED:B1:23:78,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568192,75:9E:07:94:00:F0,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568192,7A:AB:E9:40:EF:84,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568192,44:1A:E5:3D:AD:7B,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568192,7A:79:78:E9:50:DF,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568192,6A:0E:27:F5:63:A4,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568193,41:EB:A5:88:1F:22,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568193,66:4F:F3:48:DB:03,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568193,45:CE:96:68:82:AB,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568193,5B:B2:6F:63:A9:8B,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568193,43:36:E2:60:5D:19,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568195,70:1C:49:A8:75:65,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568197,54:D6:8A:88:7F:A1,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568198,40:31:9B:85:F3:19,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568198,42:C2:39:2C:9D:E0,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
location,1564568215,(38.709526227, -9.133639944),132.0589134088368,12.0
device,1564568226,75:9E:07:94:00:F0,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568226,7A:AB:E9:40:EF:84,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568226,44:1A:E5:3D:AD:7B,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568226,46:57:B8:0C:49:95,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568226,66:4F:F3:48:DB:03,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564568226,68:F8:ED:B1:23:78,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
