location,1564493626,(38.754548090, -9.146695213),150.4025617102161,4.9
device,1564493633,6A:FA:99:C5:4B:BD,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564493634,C8:B9:61:02:4C:FE,"1:00hN",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564493635,59:6A:44:CA:36:8A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564493643,66:45:A5:52:59:66,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
location,1564493656,(38.754571267, -9.146694448),147.51293607614934,4.9
device,1564493662,6A:FA:99:C5:4B:BD,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564493663,59:6A:44:CA:36:8A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564493673,66:45:A5:52:59:66,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564493673,50:A0:09:91:3B:FD,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
location,1564493686,(38.754559088, -9.146711835),147.82987708318979,4.7
device,1564493692,6A:FA:99:C5:4B:BD,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564493693,C8:B9:61:02:4C:FE,"1:00hN",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564493703,66:45:A5:52:59:66,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564493703,59:6A:44:CA:36:8A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564493723,6A:FA:99:C5:4B:BD,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564493723,59:6A:44:CA:36:8A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564493724,C8:B9:61:02:4C:FE,"1:00hN",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564493724,50:A0:09:91:3B:FD,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564493733,66:45:A5:52:59:66,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
location,1564493746,(38.754572355, -9.146728517),148.21691626217216,4.7
device,1564493752,6A:FA:99:C5:4B:BD,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564493753,66:45:A5:52:59:66,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564493764,C8:B9:61:02:4C:FE,"1:00hN",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564493782,66:45:A5:52:59:66,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564493783,6A:FA:99:C5:4B:BD,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564493793,C8:B9:61:02:4C:FE,"1:00hN",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564493793,50:A0:09:91:3B:FD,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564493812,6A:FA:99:C5:4B:BD,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564493813,66:45:A5:52:59:66,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564493823,C8:B9:61:02:4C:FE,"1:00hN",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564493843,6A:FA:99:C5:4B:BD,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564493844,C8:B9:61:02:4C:FE,"1:00hN",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564493855,66:45:A5:52:59:66,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564493873,6A:FA:99:C5:4B:BD,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564493883,C8:B9:61:02:4C:FE,"1:00hN",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564493903,6A:FA:99:C5:4B:BD,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564493904,66:45:A5:52:59:66,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564493913,50:A0:09:91:3B:FD,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564493914,C8:B9:61:02:4C:FE,"1:00hN",DEVICE_TYPE_LE,UNCATEGORIZED,
