location,1579452437,(38.737117080, -9.152910160),188.2804239237548,64.0
device,1579452452,49:8D:F3:87:B0:E7,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1579452452,59:3B:C9:DE:F2:5C,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1579452452,5C:DF:E3:18:04:E6,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1579452452,4C:95:4F:7B:38:B5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1579452452,E1:CB:21:27:D3:9D,"Mi Band 3",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1579452452,64:B8:D0:00:79:7F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1579452452,77:B0:F9:2D:D5:AB,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1579452452,56:C1:54:16:E5:2A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1579452452,6B:67:4E:EF:82:14,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1579452452,4C:0C:1B:F5:09:21,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1579452452,52:68:7D:46:19:67,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1579452452,5C:83:FC:6B:46:37,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1579452452,4B:3A:04:BE:67:45,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1579452453,66:97:3D:79:C9:67,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1579452454,49:8D:F3:87:B0:E7,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1579452454,78:E7:38:2D:71:B8,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1579452456,53:F7:00:61:89:18,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1579452457,42:2A:98:F5:56:EF,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1579452458,49:FC:DC:67:48:26,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1579452459,D8:3E:9F:C6:6D:1F,"Mi Band 3",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1579452459,59:B3:96:E3:3D:88,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1579452459,C4:0B:CB:F5:2B:A5,"Redmi",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1579452460,6F:F2:5E:82:3E:18,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1579452460,4E:E2:05:C6:92:77,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1579452460,64:A2:F9:B4:BF:D2,"OnePlus 6T",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1579452460,24:2E:02:53:53:CF,"TRANSPORT57167",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1579452461,54:FD:8A:AE:79:82,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1579452463,04:B1:67:18:EE:C5,"Redmi",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1579452494,4B:3A:04:BE:67:45,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1579452494,66:97:3D:79:C9:67,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1579452494,77:B0:F9:2D:D5:AB,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1579452494,52:68:7D:46:19:67,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1579452494,6F:F2:5E:82:3E:18,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1579452494,64:B8:D0:00:79:7F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1579452494,5C:83:FC:6B:46:37,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1579452494,5C:DF:E3:18:04:E6,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1579452494,49:8D:F3:87:B0:E7,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
