location,1564920850,(38.762523180, -9.094117215),58.10018863808364,4.7
device,1564920850,A4:51:6F:25:50:26,"Nokia108",DEVICE_TYPE_CLASSIC,PHONE,PHONE_CELLULAR
device,1564920851,48:2C:A0:98:64:32,"Redmi ayman",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564920856,48:2C:A0:FB:A7:22,"null",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564920858,75:CF:74:E4:E3:8A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920859,88:4A:EA:6B:58:ED,"smiity.com",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920859,7D:21:A8:C9:A7:D6,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920859,77:24:5C:30:F0:C3,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920859,C0:28:8D:48:BC:B9,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920859,49:CC:D3:E6:57:E6,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920859,5D:D5:32:3D:FE:1A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920859,7C:2E:70:D5:7E:54,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920859,77:4D:FA:D4:CA:78,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920859,FE:31:8A:BD:EA:95,"Mi Band 3",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920860,60:3C:8C:9C:F7:8E,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920860,53:74:B0:39:5A:AB,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920860,4F:FA:F2:38:62:13,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920860,4F:C2:F4:56:96:FC,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920860,5E:77:66:B1:26:C2,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920868,43:ED:F0:4F:7F:29,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920868,A8:10:87:2D:13:5D,"lime-1E9C73A9",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920868,6D:DC:AA:12:70:5B,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920869,5E:89:DC:93:86:57,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920869,42:0A:9C:58:63:9F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920870,73:97:AF:8B:3E:30,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920870,4A:0B:56:A6:CC:59,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920870,7F:76:52:F7:71:74,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920870,59:C6:C8:9C:F1:8B,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920871,46:25:4A:01:34:A7,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920913,80:35:C1:0E:FC:9C,"Redmi123",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564920915,48:2C:A0:98:64:32,"Redmi ayman",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564920918,47:37:EA:DA:0D:48,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920918,5F:4B:C9:F7:4A:05,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920919,6D:D5:9F:89:77:34,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920919,77:24:5C:30:F0:C3,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920919,76:0A:F4:A0:06:D5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920919,88:4A:EA:6B:58:ED,"smiity.com",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920919,7C:2E:70:D5:7E:54,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920919,72:8B:AF:45:D9:26,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920919,4A:0B:56:A6:CC:59,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920919,75:CF:74:E4:E3:8A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920919,53:74:B0:39:5A:AB,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920920,43:ED:F0:4F:7F:29,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920920,A8:10:87:2D:13:5D,"lime-1E9C73A9",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920920,56:41:D0:DF:BF:21,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920927,A4:51:6F:25:50:26,"Nokia108",DEVICE_TYPE_CLASSIC,PHONE,PHONE_CELLULAR
device,1564920928,4B:E0:8F:8E:E7:B2,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920929,72:E0:D8:96:23:EF,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920929,5E:77:66:B1:26:C2,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920929,6F:CB:F8:B7:79:8F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920929,42:0A:9C:58:63:9F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920929,F0:C3:92:A0:5D:F4,"Mi Band 3",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920929,73:97:AF:8B:3E:30,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920929,52:1B:39:86:F4:96,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920929,65:4C:44:E6:8E:F2,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920943,80:35:C1:0E:FC:9C,"Redmi123",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564920943,48:2C:A0:98:64:32,"Redmi ayman",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564920945,E0:62:67:47:0F:E1,"Redmi",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564920945,A4:51:6F:25:50:26,"Nokia108",DEVICE_TYPE_CLASSIC,PHONE,PHONE_CELLULAR
device,1564920948,72:85:7D:E6:7D:4C,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920948,72:E0:D8:96:23:EF,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920948,75:CF:74:E4:E3:8A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920948,7C:2E:70:D5:7E:54,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920948,47:37:EA:DA:0D:48,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920948,52:1B:39:86:F4:96,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920948,43:ED:F0:4F:7F:29,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920948,42:0A:9C:58:63:9F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920948,6F:CB:F8:B7:79:8F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920948,76:0A:F4:A0:06:D5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920949,A8:10:87:2D:13:5D,"lime-1E9C73A9",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920949,5A:0F:7C:64:58:43,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920949,56:41:D0:DF:BF:21,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920949,60:3C:8C:9C:F7:8E,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920949,6D:DC:AA:12:70:5B,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920950,53:74:B0:39:5A:AB,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920958,5E:89:DC:93:86:57,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920959,6D:D5:9F:89:77:34,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920959,6C:C3:74:EC:C5:7B,"lime-8CEF4B9D",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920959,67:17:E6:06:14:91,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920959,F5:1F:2E:A5:FD:FE,"Versa",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920960,59:C6:C8:9C:F1:8B,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920960,7F:F0:88:32:63:59,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920960,57:F9:44:CD:48:B1,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564920961,77:4D:FA:D4:CA:78,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564921001,18:01:F1:BB:26:73,"null",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564921008,E0:62:67:43:BC:7A,"null",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564921008,56:41:D0:DF:BF:21,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564921008,7B:4C:62:DD:DD:B4,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564921008,A8:10:87:2D:13:5D,"lime-1E9C73A9",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564921008,6D:D5:9F:89:77:34,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564921008,43:ED:F0:4F:7F:29,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564921008,75:CF:74:E4:E3:8A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564921008,6F:CB:F8:B7:79:8F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
