location,1564918322,(38.708525576, -9.136936051),46.146438732708724,32.0
device,1564918321,B8:0E:98:CF:5F:E5,"bd",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564918321,26:F0:D3:FF:71:40,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564918321,69:ED:B5:85:31:54,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564918321,6A:E9:07:E5:2F:DD,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564918321,76:67:3C:90:F5:28,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564918321,7D:52:16:7F:26:DB,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564918321,66:A2:89:1B:8A:96,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564918321,B8:0E:98:DF:B8:1D,"bd",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564918321,60:0B:07:54:C3:D8,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564918321,61:88:E8:ED:73:79,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564918321,C0:28:8D:4D:F5:30,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564918322,B8:0E:98:20:A7:E5,"bd",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564918322,B8:0E:98:DF:5C:1B,"bd",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564918322,50:E1:4C:8F:66:66,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564918322,5E:96:F4:D1:4C:CA,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564918322,43:BA:33:75:2A:9F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564918322,47:DA:28:2F:CC:BA,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564918324,71:6C:2F:51:B4:96,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564918324,B8:0E:98:D0:73:E1,"bd",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564918326,7F:B6:11:B8:7C:21,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564918326,4C:39:9C:EF:1D:7B,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564918326,50:97:2A:0C:62:A8,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564918326,66:13:61:BB:DF:84,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564918326,44:50:4E:9F:E9:7C,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564918328,41:F9:5C:4B:FA:02,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564918331,24:2E:02:53:53:CF,"TRANSPORT57167",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564918363,B8:0E:98:DF:B8:1D,"bd",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564918363,B8:0E:98:DF:5C:1B,"bd",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564918363,C0:28:8D:4D:F5:30,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564918363,5E:96:F4:D1:4C:CA,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564918364,5D:88:CF:FB:AF:6A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564918364,63:22:4C:05:03:39,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564918364,5C:DD:8F:36:75:CE,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
