location,1564670556,(38.762694402, -9.094178852),37.896371350957,32.0
device,1564670611,68:06:86:20:81:57,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670611,60:C0:1D:DC:65:DC,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670611,66:33:B4:34:50:41,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
location,1564670612,(38.762707052, -9.094186936),56.86934624969462,24.0
device,1564670611,68:47:49:25:F5:59,"lime-254BD168",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670611,41:AE:DC:A9:DB:6F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670611,44:68:90:98:5D:EE,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670611,73:02:8F:28:55:1F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670611,5F:47:DD:BA:1B:92,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670611,59:8E:55:77:08:CF,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670611,71:80:61:6A:11:60,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670612,53:E6:CF:6E:15:6D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670612,7F:93:30:17:08:C9,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670612,24:2E:02:53:53:CF,"TRANSPORT57167",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564670614,A8:10:87:2D:1B:A0,"lime-107136FF",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670614,6C:D6:29:6C:CC:D1,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670614,40:A7:26:F6:7B:FD,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670615,77:00:9A:60:FA:82,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670615,76:B5:63:62:BE:A5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670615,88:4A:EA:6B:58:ED,"smiity.com",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670615,75:4F:90:89:1A:8C,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670615,7B:78:8D:A9:BB:E8,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670615,6F:C9:89:AB:74:54,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670615,56:EE:A5:25:73:C6,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670615,52:89:F0:36:1D:06,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670616,54:9B:54:02:19:B8,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
location,1564670648,(38.762705293, -9.094148148),61.95101250447007,24.0
device,1564670657,41:AE:DC:A9:DB:6F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670657,40:A7:26:F6:7B:FD,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670657,54:9B:54:02:19:B8,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670657,60:C0:1D:DC:65:DC,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670657,68:47:49:25:F5:59,"lime-254BD168",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670657,7B:78:8D:A9:BB:E8,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670657,8C:45:00:F7:BB:40,"EOS800D",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670657,69:1A:E2:F2:9B:4B,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670657,66:33:B4:34:50:41,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
