location,1564670558,(38.762350098, -9.094122506),65.82808988727629,4.7
device,1564670556,F4:60:E2:FB:65:CD,"POCOPHONE",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564670559,7C:03:5E:A3:E2:F1,"null",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564670559,54:B1:21:71:E7:0C,"HUAWEI P8 lite 2017",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564670564,6C:D6:29:6C:CC:D1,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670564,7E:52:6D:02:B8:31,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670564,5D:CE:5C:B6:97:F8,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670564,4B:16:D1:55:A8:B5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670564,7B:78:8D:A9:BB:E8,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670564,7D:FA:6D:3C:AB:23,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670564,7F:93:30:17:08:C9,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670564,5E:6E:8F:36:5B:29,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670564,50:CB:B1:F0:C8:DC,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670564,59:EF:17:D0:CE:DE,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670564,58:28:8C:4E:2C:89,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670564,66:33:B4:34:50:41,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670564,56:EE:A5:25:73:C6,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670564,44:68:90:98:5D:EE,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670565,60:C0:1D:DC:65:DC,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670565,65:19:7C:B9:1E:6D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670565,4C:32:47:A0:40:A7,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670565,52:89:F0:36:1D:06,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670565,41:AE:DC:A9:DB:6F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670565,5F:47:DD:BA:1B:92,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670565,77:00:9A:60:FA:82,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670566,8C:45:00:F7:BB:40,"EOS800D",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670575,40:20:D9:7F:DD:45,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670575,5C:F8:21:E3:D8:BE,"smiity.com",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670575,64:18:A5:E2:36:97,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670575,A8:10:87:2D:1B:A0,"lime-107136FF",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670575,46:83:15:68:46:32,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670576,6B:CF:41:F5:B5:2C,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670576,76:B9:A3:CC:57:1B,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670577,57:9A:9C:FE:02:F5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670587,7C:03:5E:A3:E2:F1,"Redmi",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564670593,94:65:2D:FD:98:59,"Martin OnePlus 6",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564670594,54:B1:21:71:E7:0C,"HUAWEI P8 lite 2017",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564670594,40:A7:26:F6:7B:FD,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670594,60:C0:1D:DC:65:DC,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670594,4E:08:CF:1C:34:83,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670594,66:33:B4:34:50:41,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670594,76:FF:C1:56:A2:D9,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670594,6C:D6:29:6C:CC:D1,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670594,5F:47:DD:BA:1B:92,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670594,5E:6E:8F:36:5B:29,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670594,4B:16:D1:55:A8:B5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670594,6F:C9:89:AB:74:54,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670594,64:18:A5:E2:36:97,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670594,41:AE:DC:A9:DB:6F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670594,73:96:CD:BA:25:0E,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670595,68:06:86:20:81:57,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670595,76:B9:A3:CC:57:1B,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670595,4C:32:47:A0:40:A7,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670595,5A:3C:42:CC:5C:2E,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670595,59:EF:17:D0:CE:DE,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670595,44:68:90:98:5D:EE,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670595,6B:CF:41:F5:B5:2C,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670595,69:1A:E2:F2:9B:4B,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670596,7B:78:8D:A9:BB:E8,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670596,56:EE:A5:25:73:C6,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670604,53:E6:CF:6E:15:6D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670605,4F:FE:23:E9:96:E3,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670605,77:00:9A:60:FA:82,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670605,65:1F:83:CD:80:C3,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670606,57:9A:9C:FE:02:F5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670606,75:4F:90:89:1A:8C,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670606,48:16:5C:FE:0A:21,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670606,46:83:15:68:46:32,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670606,74:65:59:DE:98:73,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670606,88:4A:EA:6A:8E:5D,"smiity.com",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670607,4B:C4:11:CE:AB:8D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670607,65:19:7C:B9:1E:6D,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670616,18:01:F1:CE:E3:10,"null",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564670617,54:B1:21:71:E7:0C,"HUAWEI P8 lite 2017",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564670624,5F:47:DD:BA:1B:92,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670624,60:C0:1D:DC:65:DC,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564670625,76:B9:A3:CC:57:1B,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
