location,1566208220,(38.697186676, -9.206276413),113.86655011493713,89.47279
device,1566208211,C4:0B:CB:4B:76:52,"Redmi",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1566208213,EC:D0:9F:BD:21:2C,"null",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1566208214,D8:CE:3A:47:04:E6,"null",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1566208216,5A:EB:77:80:B9:E4,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208216,71:32:F9:E5:D5:7C,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208216,5F:54:22:9C:37:F6,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208216,5A:85:63:CF:C5:28,"K40",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208217,59:A7:C4:1F:FF:9F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208217,64:CD:F0:92:A0:4E,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208217,66:63:3B:9C:36:C6,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208217,63:33:17:A1:FD:7C,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208217,76:85:82:51:1F:94,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208218,DD:F9:35:12:10:7E,"Forerunner 235",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208225,00:1D:29:7B:F2:3E,"Aileen phone",DEVICE_TYPE_CLASSIC,PHONE,PHONE_CELLULAR
device,1566208226,7A:B6:FE:23:93:84,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208226,5E:71:F7:EE:66:32,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
location,1566208250,(38.697404799, -9.206031238),54.13840901106596,68.63491
location,1566208280,(38.697463294, -9.205996291),45.04827650170773,84.522026
device,1566208269,C4:0B:CB:4B:76:52,"Redmi",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1566208271,EC:D0:9F:BD:21:2C,"null",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1566208276,7A:B6:FE:23:93:84,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208277,71:32:F9:E5:D5:7C,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208277,4B:AC:EB:F7:59:6B,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208277,DD:F9:35:12:10:7E,"Forerunner 235",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208277,40:E9:79:7C:A9:C5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208277,5E:71:F7:EE:66:32,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208278,63:33:17:A1:FD:7C,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208288,60:82:59:3C:47:C8,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208288,45:08:AB:B2:06:28,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208290,4A:92:EC:A6:33:20,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208298,C4:0B:CB:4B:76:52,"Redmi",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
location,1566208310,(38.697400350, -9.206044089),52.47424473427236,68.23389
device,1566208307,60:82:59:3C:47:C8,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208307,4A:92:EC:A6:33:20,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208307,4B:AC:EB:F7:59:6B,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208307,63:33:17:A1:FD:7C,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208307,46:E7:5D:63:46:32,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208307,4A:EF:55:2F:04:DC,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208307,45:08:AB:B2:06:28,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208307,40:E9:79:7C:A9:C5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208307,7A:B6:FE:23:93:84,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208309,71:32:F9:E5:D5:7C,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
location,1566208340,(38.697347394, -9.206031468),58.44891651161015,62.458046
device,1566208335,D8:CE:3A:47:04:E6,"null",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1566208336,45:08:AB:B2:06:28,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208336,69:3F:27:01:64:BE,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208337,7A:B6:FE:23:93:84,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208337,46:E7:5D:63:46:32,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208337,60:82:59:3C:47:C8,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208337,71:32:F9:E5:D5:7C,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208337,4A:EF:55:2F:04:DC,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208337,40:E9:79:7C:A9:C5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208337,53:07:29:DB:8B:47,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208338,4B:AC:EB:F7:59:6B,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208343,C4:0B:CB:4B:76:52,"Redmi",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1566208347,0D:30:F1:D8:50:E5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208347,48:31:28:8B:9D:66,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208347,76:99:00:8B:6E:25,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
location,1566208370,(38.697278008, -9.205974277),59.806449403986335,88.95481
device,1566208364,C4:0B:CB:4B:76:52,"Redmi",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1566208366,46:E7:5D:63:46:32,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208366,41:60:3B:DF:40:06,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208366,60:82:59:3C:47:C8,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208366,4B:AC:EB:F7:59:6B,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208366,45:08:AB:B2:06:28,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208366,42:DF:C9:45:DE:B6,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208366,7A:A8:9E:48:42:E9,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208366,7A:B6:FE:23:93:84,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208366,40:E9:79:7C:A9:C5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208366,48:31:28:8B:9D:66,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208367,53:07:29:DB:8B:47,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1566208367,4A:EF:55:2F:04:DC,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
