location,1564845056,(38.736747234, -9.153663189),148.56447816174477,4.9
device,1564845063,4D:8F:18:D2:BB:27,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564845063,50:E7:DB:69:7C:7F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564845063,79:39:55:BC:D9:85,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564845063,FD:CA:62:81:D3:A2,"Mi Band 3",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564845063,57:29:0F:A3:E4:A9,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564845073,6D:34:18:25:71:24,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
location,1564845086,(38.736793744, -9.153636160),150.440779726021,4.9
device,1564845084,4C:4E:03:DF:26:26,"null",DEVICE_TYPE_CLASSIC,PHONE,PHONE_CELLULAR
device,1564845093,4D:8F:18:D2:BB:27,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564845093,50:E7:DB:69:7C:7F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564845094,5B:2B:17:5A:19:16,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564845103,6D:34:18:25:71:24,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564845105,57:29:0F:A3:E4:A9,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564845105,FD:CA:62:81:D3:A2,"Mi Band 3",DEVICE_TYPE_LE,UNCATEGORIZED,
location,1564845116,(38.736908898, -9.153521950),147.48297809064388,4.9
device,1564845114,0C:2C:54:6F:BB:1D,"null",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564845117,4C:4E:03:DF:26:26,"alcatel 2051",DEVICE_TYPE_CLASSIC,PHONE,PHONE_CELLULAR
device,1564845122,6B:95:87:7F:51:CF,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564845122,57:29:0F:A3:E4:A9,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564845122,4D:8F:18:D2:BB:27,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564845123,6D:34:18:25:71:24,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564845123,4A:69:BC:AA:0D:B5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564845123,50:E7:DB:69:7C:7F,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564845133,FD:CA:62:81:D3:A2,"Mi Band 3",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564845133,5C:50:FA:20:63:27,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564845133,4F:A0:A5:87:24:80,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564845153,58:8A:EA:10:73:52,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564845153,57:29:0F:A3:E4:A9,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564845153,4D:8F:18:D2:BB:27,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564845156,4C:4E:03:DF:26:26,"alcatel 2051",DEVICE_TYPE_CLASSIC,PHONE,PHONE_CELLULAR
device,1564845163,6D:34:18:25:71:24,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564845164,FD:CA:62:81:D3:A2,"Mi Band 3",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564845166,25:42:EC:B6:25:77,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564845174,0C:2C:54:6F:BB:1D,"null",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564845177,4C:4E:03:DF:26:26,"alcatel 2051",DEVICE_TYPE_CLASSIC,PHONE,PHONE_CELLULAR
device,1564845182,6D:34:18:25:71:24,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564845182,4D:8F:18:D2:BB:27,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564845182,57:29:0F:A3:E4:A9,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564845182,58:8A:EA:10:73:52,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
