location,1564840150,(38.762611027, -9.093842994),91.70394124853598,16.0
location,1564840194,(38.762725381, -9.093945353),59.26221290859165,12.0
device,1564840196,7C:58:F0:8D:28:79,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840196,5E:F9:FA:6B:0E:54,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840196,73:73:84:BF:0E:5A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840196,74:90:76:EC:3D:29,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840196,67:C2:D9:35:33:5E,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840196,57:3B:60:02:0F:D9,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840196,4E:E3:48:13:B6:42,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840196,5E:46:2F:DD:8A:67,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840196,46:E4:C4:54:F0:BF,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840196,71:D0:9A:ED:AE:02,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840197,C7:59:32:B5:E3:93,"D3500_3201009",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840200,5D:84:93:97:6D:08,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840200,44:7E:6F:DC:5C:55,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840200,24:2E:02:53:53:CF,"TRANSPORT57167",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
device,1564840201,78:24:91:96:39:07,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840201,51:D3:42:9D:38:5C,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840201,76:BD:E3:6D:9A:AA,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840202,41:8F:AB:45:80:47,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840202,7D:A3:76:79:8C:E9,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840202,50:A7:40:93:A0:29,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840202,41:BA:32:B7:57:79,"B500_30192066",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840203,7E:8A:15:F9:9B:63,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840203,88:4A:EA:6B:58:ED,"smiity.com",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840203,55:41:B5:4B:39:99,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840203,7A:80:7F:B3:81:2E,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840203,4E:35:E1:B1:3E:34,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840204,C2:0D:1C:9F:6A:DC,"Ionic",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840205,7F:70:CB:86:4B:D2,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
location,1564840228,(38.762662513, -9.094096358),34.54074862673007,24.0
device,1564840239,7C:58:F0:8D:28:79,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840239,7A:80:7F:B3:81:2E,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840239,41:8F:AB:45:80:47,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840239,76:BD:E3:6D:9A:AA,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840239,5A:98:F2:A7:DF:C5,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840239,73:73:84:BF:0E:5A,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840239,7E:8A:15:F9:9B:63,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840239,5D:84:93:97:6D:08,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840239,57:3B:60:02:0F:D9,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840239,67:73:8D:0C:BD:CC,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840239,5E:F9:FA:6B:0E:54,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840239,4E:E3:48:13:B6:42,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840239,6B:50:0E:82:14:6E,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840239,67:8E:6E:6D:D1:85,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840239,6C:19:F2:16:D5:ED,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840239,75:D7:6A:86:F4:67,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840239,51:D3:42:9D:38:5C,"null",DEVICE_TYPE_LE,UNCATEGORIZED,
device,1564840241,24:2E:02:D8:22:28,"HUAWEI Y5 2018",DEVICE_TYPE_CLASSIC,PHONE,PHONE_SMART
